:: ERROR: Unable to proceed: no support for sourcing from '[dash|sh]' shell.
   This script must be sourced. Did you execute or source this script?
   Can be caused by sourcing from inside a "shebang-less" script.
   Can also be caused by sourcing from ZSH version 4.x or older.
LAMMPS (2 Aug 2023)
WARNING: Using I/O redirection is unreliable with parallel runs. Better to use the -in switch to read input files. (../lammps.cpp:537)
Reading restart file ...
  restart file = 2 Aug 2023, LAMMPS = 2 Aug 2023
  restoring atom style full from restart
  orthogonal box = (1.3688094 1.3688094 1.3688094) to (42.256959 42.256959 42.256959)
  2 by 2 by 3 MPI processor grid
  restoring pair style lj/cut/coul/long from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  3000 atoms
  2000 bonds
  1000 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     1 = max # of 1-3 neighbors
     1 = max # of 1-4 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.002 seconds
  read_restart CPU = 0.014 seconds
2000 atoms in group carb
1000 atoms in group oxy
Finding SHAKE clusters ...
       0 = # of size 2 clusters
    1000 = # of size 3 clusters
       0 = # of size 4 clusters
       0 = # of frozen angles
  find clusters CPU = 0.002 seconds
Resetting global fix info from restart file:
  fix style: npt, fix ID: runnpt
Resetting global fix info from restart file:
  fix style: npt, fix ID: runnpt
PPPM initialization ...
  using 12-bit tables for long-range coulomb (../kspace.cpp:342)
  G vector (1/distance) = 0.22940094
  grid = 32 32 32
  stencil order = 5
  estimated absolute RMS force accuracy = 0.00036424429
  estimated relative force accuracy = 1.0969109e-06
  using double precision KISS FFT
  3d grid and FFT values/proc = 10051 3072
Generated 1 of 1 mixed pair_coeff terms from geometric mixing rule
All restart file global fix info was re-assigned
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 17
  ghost atom cutoff = 17
  binsize = 8.5, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 15000000
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 8.968 | 9.285 | 9.35 Mbytes
   Step         PotEng         KinEng         TotEng         Press           Temp           c_2            c_3            c_5      
  18970500  -1777.1123      1781.0699      3.9576033      17.388913      256.18638      177.10023      31366.803      1.1489906    
  18971000  -1754.3602      1773.8672      19.506922      31.396777      255.15035      177.11514      31372.058      1.1490202    
  18971500  -1726.3132      1755.6692      29.356015      101.12036      252.53278      177.08238      31360.581      1.1489888    
  18972000  -1783.2335      1808.7471      25.513547      90.930419      260.16743      177.13347      31378.504      1.1489989    
  18972500  -1733.6016      1704.5107     -29.090981      96.959316      245.17422      177.10899      31369.989      1.1489927    
  18973000  -1784.3389      1758.6692     -25.669746      361.85335      252.9643       177.16417      31389.404      1.1489959    
  18973500  -1694.6908      1710.4378      15.746996      93.144701      246.02678      177.04013      31345.723      1.1490129    
  18974000  -1785.0472      1746.7844     -38.262779     -9.238538       251.25481      177.17159      31391.806      1.1489769    
  18974500  -1740.4871      1735.5099     -4.9772339      67.589205      249.6331       177.07826      31359.089      1.1490016    
  18975000  -1783.0222      1690.8098     -92.212362      36.198844      243.20352      177.13208      31377.962      1.1489894    
  18975500  -1805.8907      1730.4402     -75.450481      76.656494      248.90389      177.16081      31388.238      1.148988     
  18976000  -1867.5192      1731.5777     -135.94155      78.290374      249.0675       177.19786      31401.361      1.1489827    
  18976500  -1782.9273      1780.8842     -2.0431381      183.54224      256.15967      177.06132      31353.004      1.1490171    
  18977000  -1776.769       1772.2924     -4.4766354      76.369817      254.92384      177.12158      31374.419      1.1490056    
  18977500  -1737.2536      1727.1228     -10.130794     -40.773119      248.42671      177.1033       31367.71       1.1489991    
  18978000  -1743.5252      1742.0498     -1.4753763      46.335062      250.5738       177.10538      31368.624      1.1490029    
  18978500  -1738.3919      1790.5679      52.176044     -52.736141      257.55256      177.13722      31379.807      1.1490204    
  18979000  -1699.1459      1751.4473      52.301394      199.38522      251.92551      177.05436      31350.564      1.1489805    
  18979500  -1757.5049      1785.6361      28.131189      187.7063       256.84318      177.07462      31357.731      1.1489862    
  18980000  -1747.2444      1780.0563      32.811927     -141.92284      256.04059      177.06902      31355.629      1.1490021    
  18980500  -1790.7105      1752.7023     -38.008156      53.677872      252.10603      177.11752      31372.764      1.1489964    
  18981000  -1794.523       1795.8256      1.3026353      208.57483      258.30882      177.12838      31376.832      1.1489913    
  18981500  -1756.541       1776.7699      20.228871      195.386        255.56788      177.11254      31371.207      1.1490123    
  18982000  -1738.4546      1765.6286      27.173988      192.25156      253.96533      177.12621      31376.031      1.1490059    
  18982500  -1723.3715      1738.7693      15.397889      67.513123      250.10194      177.05732      31351.824      1.1489806    
  18983000  -1747.6182      1773.2153      25.597109      60.00966       255.05659      177.15355      31385.652      1.1489973    
  18983500  -1752.4954      1764.2652      11.769874      274.27923      253.76923      177.12419      31375.406      1.1489867    
  18984000  -1825.9558      1744.4237     -81.532059     -136.95936      250.91525      177.17061      31391.61       1.1489834    
  18984500  -1808.8205      1745.6355     -63.185018      151.49446      251.08956      177.11301      31371.338      1.1490001    
  18985000  -1841.8454      1773.8751     -67.970238     -19.914465      255.1515       177.1685       31390.871      1.1490012    
  18985500  -1790.8356      1758.4693     -32.366306      78.593144      252.93555      177.11309      31371.369      1.1490163    
  18986000  -1721.7087      1731.905       10.196359     -56.692266      249.11458      177.13468      31379.068      1.1490049    
  18986500  -1687.4799      1762.0615      74.581659      155.58993      253.45225      177.08922      31363.024      1.1490045    
  18987000  -1718.0121      1807.4065      89.394404     -104.09941      259.9746       177.07647      31358.543      1.1489951    
  18987500  -1688.5246      1788.6592      100.1346       342.35652      257.27801      177.0946       31364.956      1.1489911    
  18988000  -1772.0443      1777.6869      5.6425439      162.78435      255.69977      177.11769      31373.047      1.1489757    
  18988500  -1730.0954      1770.2972      40.201837      418.89268      254.63686      177.08552      31361.622      1.1490132    
  18989000  -1711.2791      1781.4757      70.19661      -8.8106421      256.24476      177.11439      31371.865      1.1489994    
  18989500  -1780.2323      1773.218      -7.0142502      4.4033804      255.05698      177.08899      31362.911      1.1489656    
  18990000  -1896.7286      1748.2558     -148.47279     -0.21001154     251.46646      177.15105      31384.713      1.1489838    
  18990500  -1835.9352      1738.2792     -97.656028      256.07489      250.03143      177.17932      31394.829      1.149031     
  18991000  -1795.1057      1752.9606     -42.145109     -107.62882      252.14319      177.10871      31369.642      1.1490093    
  18991500  -1791.1517      1715.7414     -75.410328      222.61918      246.78963      177.10592      31368.752      1.1490018    
  18992000  -1803.4471      1747.0834     -56.363751      50.951118      251.29781      177.18922      31398.284      1.1490097    
  18992500  -1795.6095      1738.2282     -57.381313     -100.17763      250.02409      177.15529      31386.232      1.1489826    
  18993000  -1792.3119      1727.2894     -65.02253       302.69053      248.45067      177.12853      31376.666      1.1490028    
  18993500  -1819.2019      1733.6332     -85.568705     -17.487565      249.36316      177.13411      31378.886      1.1490007    
  18994000  -1795.8054      1731.3231     -64.482329     -55.092765      249.03087      177.10202      31367.291      1.1490047    
  18994500  -1791.2597      1725.3271     -65.932596     -26.490229      248.16842      177.14859      31383.807      1.148995     
  18995000  -1787.7389      1733.3839     -54.355013      48.727948      249.32731      177.14102      31381.285      1.1490168    
  18995500  -1764.8223      1758.1724     -6.6498479      25.10722       252.89284      177.12604      31375.842      1.1489875    
  18996000  -1768.073       1744.5945     -23.478485      68.565188      250.93982      177.11789      31373.09       1.1489933    
  18996500  -1745.8886      1742.3628     -3.5257994     -43.435966      250.61881      177.117        31372.675      1.149013     
  18997000  -1762.1112      1746.6277     -15.483522      117.51605      251.23227      177.08845      31362.577      1.1489916    
  18997500  -1798.5169      1757.8942     -40.622656      42.127998      252.85283      177.17351      31392.697      1.1489966    
  18998000  -1743.7386      1733.785      -9.9536037      226.44082      249.38499      177.08568      31361.873      1.1490083    
  18998500  -1718.1602      1715.2763     -2.8839178      104.17507      246.72274      177.15044      31384.457      1.1490135    
  18999000  -1692.642       1772.6217      79.979732      56.892151      254.97121      177.06171      31353.345      1.1489987    
  18999500  -1671.7344      1748.3223      76.587908      270.9639       251.47603      177.03743      31344.347      1.1490035    
  19000000  -1693.0384      1705.4237      12.385271     -71.131035      245.30555      177.07751      31358.792      1.1490001    
  19000500  -1752.6214      1767.1325      14.511172     -23.12395       254.18165      177.1331       31378.232      1.1489939    
  19001000  -1733.7841      1742.7581      8.9739283      154.78565      250.67567      177.03542      31343.794      1.1489961    
  19001500  -1801.6596      1724.6704     -76.989194     -109.43313      248.07397      177.17968      31394.995      1.148977     
  19002000  -1824.7208      1758.2504     -66.470389      183.78015      252.90407      177.13799      31380.146      1.1490205    
  19002500  -1774.4803      1705.1999     -69.280311      63.8825        245.27336      177.11224      31370.936      1.1490019    
  19003000  -1791.8313      1740.1388     -51.692562     -49.36391       250.29891      177.17872      31394.522      1.1489869    
  19003500  -1777.7975      1700.4276     -77.369938     -87.337776      244.58691      177.0885       31362.686      1.1490185    
  19004000  -1732.1709      1781.5225      49.3516        36.233594      256.25149      177.14703      31383.234      1.149005     
  19004500  -1675.0256      1743.4479      68.422269      145.46866      250.77489      177.02261      31339.438      1.1489973    
  19005000  -1742.9234      1771.8611      28.937731      47.640631      254.86181      177.15124      31384.671      1.1489873    
  19005500  -1746.5904      1722.5666     -24.023791      139.21566      247.77135      177.06884      31355.675      1.1489789    
  19006000  -1826.6463      1788.9235     -37.722832      11.795866      257.31603      177.17574      31393.49       1.1489926    
  19006500  -1807.1845      1746.9384     -60.246081      69.537225      251.27696      177.1055       31368.731      1.1489922    
  19007000  -1799.6649      1707.7223     -91.94263       171.20351      245.63617      177.17627      31393.899      1.1490043    
  19007500  -1779.4326      1693.2498     -86.182862      165.8132       243.55447      177.12474      31375.472      1.1490107    
  19008000  -1752.049       1719.1354     -32.913631      212.63623      247.27782      177.12704      31376.178      1.1490048    
  19008500  -1705.3456      1765.243       59.897314     -63.693401      253.90986      177.0993       31366.74       1.1489962    
  19009000  -1724.0002      1804.9633      80.963112      68.7902        259.62318      177.05579      31351.093      1.1489833    
  19009500  -1741.6428      1787.8193      46.176579      222.974        257.15721      177.17187      31392.262      1.1490065    
  19010000  -1716.2502      1737.6722      21.421968     -46.378039      249.94413      177.04347      31346.79       1.1489826    
  19010500  -1805.8342      1774.1997     -31.634548      33.404002      255.19818      177.1328       31378.157      1.1489905    
  19011000  -1768.7934      1755.6521     -13.141251      121.05495      252.53033      177.0909       31363.596      1.1490062    
  19011500  -1761.7692      1762.0965      0.32729029     2.1755794      253.45728      177.14472      31382.548      1.1489895    
  19012000  -1808.1212      1727.0079     -81.113293      66.824752      248.41018      177.11289      31371.27       1.1490032    
  19012500  -1773.591       1730.9214     -42.669561      75.159902      248.9731       177.08184      31360.164      1.1490234    
  19013000  -1744.1406      1716.9094     -27.231198      240.12656      246.95764      177.1395       31380.597      1.1489997    
  19013500  -1721.3687      1801.0459      79.677144      94.700387      259.0597       177.04763      31348.039      1.1490118    
  19014000  -1714.5686      1776.0244      61.455802      69.602215      255.46065      177.08169      31360.244      1.1489951    
  19014500  -1694.7276      1791.6484      96.920823      51.912827      257.70798      177.08746      31362.238      1.1489901    
  19015000  -1713.3692      1785.2996      71.930414      289.90004      256.79477      177.10153      31367.352      1.1489952    
  19015500  -1752.2456      1775.753       23.50738       40.025254      255.42161      177.09592      31365.391      1.1489911    
  19016000  -1788.7353      1772.0809     -16.654378      186.54306      254.89342      177.14108      31381.338      1.1490073    
  19016500  -1731.6771      1712.292      -19.385169     -150.82264      246.29347      177.12232      31374.523      1.1489925    
  19017000  -1776.7481      1761.4315     -15.316568      69.361889      253.36163      177.11234      31371.23       1.1489817    
  19017500  -1778.1648      1742.0125     -36.15226       91.625561      250.56843      177.15866      31387.441      1.1489989    
  19018000  -1728.3905      1718.7912     -9.5992972      121.01159      247.22831      177.09096      31363.647      1.1490215    
  19018500  -1792.763       1764.882      -27.880922      91.270806      253.85795      177.18315      31395.997      1.148998     
  19019000  -1699.7551      1753.9062      54.151075      73.271791      252.2792       177.04245      31346.569      1.1490032    
  19019500  -1730.7282      1738.4634      7.7352555      105.54833      250.05793      177.11324      31371.344      1.1489856    
  19020000  -1769.792       1729.1213     -40.670774      120.03829      248.71417      177.10338      31367.975      1.1489884    
  19020500  -1793.6573      1849.2481      55.590743      228.31079      265.99303      177.09377      31364.406      1.1490017    
  19021000  -1704.7332      1763.0833      58.350145      180.34338      253.59922      177.06902      31355.806      1.1490072    
  19021500  -1751.5164      1808.8282      57.311775     -33.035959      260.1791       177.07372      31357.328      1.1490016    
  19022000  -1749.561       1786.3687      36.807683      244.88587      256.94855      177.08249      31360.503      1.1490073    
  19022500  -1773.7681      1783.9259      10.157826      7.5268702      256.59719      177.11709      31372.65       1.1490066    
  19023000  -1769.7282      1764.7719     -4.9563408      77.314422      253.8421       177.15447      31385.946      1.1489977    
  19023500  -1736.5918      1707.8557     -28.736144      29.727256      245.65536      177.05308      31350.135      1.1490113    
  19024000  -1768.2955      1725.5506     -42.744864     -104.67851      248.20057      177.16619      31389.992      1.1489852    
  19024500  -1835.3007      1751.6706     -83.630152      232.86087      251.95763      177.11652      31372.492      1.1489986    
  19025000  -1803.6137      1764.9317     -38.682024      36.049462      253.86509      177.13709      31379.735      1.1490111    
  19025500  -1776.4193      1760.4939     -15.925371      54.599485      253.22677      177.07217      31356.661      1.1489888    
  19026000  -1805.5079      1813.7815      8.2735971     -16.197857      260.89158      177.11899      31373.326      1.1490305    
  19026500  -1693.1893      1798.7847      105.5954       161.82032      258.73445      177.03685      31344.488      1.1489993    
  19027000  -1732.3948      1790.4468      58.052026      80.967576      257.53514      177.0984       31366.088      1.1490104    
  19027500  -1663.4451      1736.1989      72.753809      240.66862      249.73221      177.03525      31343.8        1.1490118    
  19028000  -1710.8017      1751.1872      40.385489     -12.601754      251.88811      177.12561      31375.64       1.1489954    
  19028500  -1730.0942      1738.1798      8.0855377      42.461162      250.01713      177.05625      31351.333      1.1489839    
  19029000  -1752.9762      1792.5503      39.574166      176.20362      257.83771      177.12047      31373.79       1.14899      
  19029500  -1766.1038      1773.7154      7.6116086      233.88855      255.12852      177.03295      31342.984      1.1490149    
  19030000  -1736.2612      1794.7179      58.456772      144.34675      258.1495       177.10883      31369.521      1.1490241    
  19030500  -1605.8077      1784.3482      178.54044      76.708047      256.65792      176.98601      31326.589      1.149017     
  19031000  -1631.4385      1786.3408      154.90236      85.446086      256.94455      177.04362      31346.538      1.1489867    
  19031500  -1678.7772      1786.2756      107.49837     -14.948143      256.93516      177.07141      31356.663      1.1489807    
  19032000  -1742.6629      1741.392      -1.2709683      216.88914      250.47917      177.07775      31358.767      1.1489845    
  19032500  -1793.1791      1787.9169     -5.2622327      237.8092       257.17125      177.14194      31381.546      1.149012     
  19033000  -1701.9307      1749.9778      48.04714       18.22298       251.71415      177.0394       31345.257      1.1490096    
  19033500  -1747.6876      1811.0103      63.322742      13.422933      260.49297      177.10838      31369.69       1.1489975    
  19034000  -1741.4949      1765.0724      23.577505     -11.806423      253.88533      177.08365      31360.914      1.1490092    
  19034500  -1711.8481      1716.0506      4.2024677      120.12358      246.83411      177.107        31369.143      1.1489972    
  19035000  -1744.3005      1741.7266     -2.5738916      33.567188      250.5273       177.10094      31366.96       1.1489993    
  19035500  -1704.2064      1709.6583      5.4518195      133.65527      245.91464      177.10479      31368.396      1.1489961    
  19036000  -1780.1425      1755.7352     -24.407256      207.40653      252.54229      177.15299      31385.446      1.1489863    
  19036500  -1748.5445      1745.8908     -2.653726       107.3336       251.12627      177.09103      31363.423      1.1490177    
  19037000  -1694.4376      1789.8196      95.382028      142.0931       257.44493      177.06666      31354.89       1.1490142    
  19037500  -1676.2333      1763.3829      87.149629      190.08071      253.64232      177.06385      31354.065      1.1490052    
  19038000  -1709.0778      1761.9039      52.826107      123.28548      253.42958      177.16666      31390.411      1.1489807    
  19038500  -1733.5888      1757.479       23.890281      104.36682      252.79311      177.10278      31367.839      1.1490161    
  19039000  -1747.5854      1790.2526      42.66722       71.548152      257.50721      177.1262       31376.069      1.1489884    
  19039500  -1805.3171      1717.5602     -87.756873      81.881866      247.05125      177.11385      31371.54       1.1489851    
  19040000  -1829.7773      1759.665      -70.112364      38.028389      253.10753      177.17119      31391.917      1.1490258    
  19040500  -1711.2666      1749.7691      38.502558     -87.017708      251.68413      177.05307      31350.114      1.1490085    
  19041000  -1705.014       1742.3145      37.300459      61.344291      250.61186      177.12785      31376.506      1.1490048    
  19041500  -1753.9484      1792.3546      38.406239      58.355304      257.80956      177.14305      31381.912      1.1489987    
  19042000  -1718.508       1738.2339      19.725923      436.57666      250.02492      177.00266      31332.404      1.1489871    
  19042500  -1774.6316      1836.8888      62.257202      2.5948267      264.21529      177.12818      31376.611      1.1490027    
  19043000  -1724.8109      1743.7987      18.987872     -29.937002      250.82536      177.0939       31364.525      1.1489873    
  19043500  -1771.7525      1774.1765      2.4240543      75.400889      255.19485      177.11587      31372.31       1.1490003    
  19044000  -1765.2622      1771.041       5.7788154      179.66848      254.74385      177.10928      31370          1.1489804    
  19044500  -1821.6043      1779.3535     -42.250785      245.09802      255.9395       177.1287       31376.793      1.1489965    
  19045000  -1792.2849      1786.5684     -5.7165365      278.65181      256.97728      177.14472      31382.463      1.1490304    
  19045500  -1690.9038      1758.1877      67.283834      65.800358      252.89504      177.03286      31343.064      1.1490116    
  19046000  -1686.26        1815.7917      129.53169      99.595193      261.18071      177.11127      31370.665      1.1489922    
  19046500  -1751.3586      1756.391       5.0323447      252.95867      252.6366       177.08057      31359.927      1.1489881    
  19047000  -1744.1024      1766.3044      22.202019      26.666717      254.06254      177.11516      31371.984      1.1490098    
  19047500  -1722.9529      1706.4023     -16.550672      39.557781      245.4463       177.07163      31356.725      1.1489801    
  19048000  -1767.8566      1754.6674     -13.189151      135.765        252.38869      177.13853      31380.356      1.1489928    
  19048500  -1820.5154      1736.466      -84.049427     -46.947058      249.77063      177.12666      31376.203      1.1489917    
  19049000  -1862.914       1720.1481     -142.76585     -50.406378      247.42349      177.23983      31416.236      1.1489821    
  19049500  -1840.1159      1736.8131     -103.30276      58.072163      249.82056      177.11785      31373.059      1.1490128    
  19050000  -1827.0871      1763.9049     -63.182248      148.015        253.71739      177.12002      31373.607      1.1490104    
  19050500  -1771.1177      1727.7962     -43.321476     -64.769697      248.52357      177.16439      31389.526      1.1490206    
  19051000  -1787.8299      1725.4543     -62.375576      131.53577      248.18673      177.10504      31368.441      1.1489846    
  19051500  -1747.8444      1747.3554     -0.48901185     320.6597       251.33695      177.05838      31351.854      1.149014     
  19052000  -1731.3917      1790.292       58.900236      43.39052       257.51287      177.09881      31366.295      1.1490003    
  19052500  -1753.9319      1746.7036     -7.2283403     -8.8091121      251.24319      177.06986      31355.87       1.1489792    
  19053000  -1822.3627      1839.1522      16.789445      248.72699      264.54085      177.10677      31368.973      1.1489923    
  19053500  -1777.4367      1775.4447     -1.9920367      38.998413      255.37726      177.08279      31360.493      1.1490185    
  19054000  -1752.6318      1788.675       36.043184     -48.780693      257.28029      177.11382      31371.625      1.1490045    
  19054500  -1721.6788      1805.8259      84.147043      104.77442      259.74724      177.06825      31355.558      1.148997     
  19055000  -1729.982       1797.028       67.045987      50.959376      258.48177      177.0897       31363.136      1.1490108    
  19055500  -1760.8254      1739.5182     -21.307123     -108.73267      250.20966      177.10254      31367.645      1.1489949    
  19056000  -1773.4061      1772.148      -1.2580515      266.90057      254.90307      177.10896      31369.865      1.1490079    
  19056500  -1714.0323      1722.4599      8.4275913      163.5912       247.75601      177.05366      31350.172      1.1490016    
  19057000  -1704.9813      1737.1644      32.183035      136.35513      249.87108      177.11859      31373.239      1.1489935    
  19057500  -1749.0123      1726.7477     -22.264635     -1.5787986      248.37275      177.13619      31379.395      1.148994     
  19058000  -1795.4032      1774.0154     -21.387855      194.15765      255.17167      177.09328      31364.356      1.1489902    
  19058500  -1809.9184      1784.5831     -25.335321      195.54454      256.69171      177.14555      31382.739      1.1490049    
  19059000  -1760.0539      1771.9728      11.918894      113.1903       254.87787      177.09514      31365.055      1.1490075    
  19059500  -1784.4971      1793.1135      8.6163653      108.18561      257.91872      177.06516      31354.225      1.1489944    
  19060000  -1814.8256      1770.6196     -44.206006      150.64797      254.68322      177.14393      31382.304      1.1490092    
  19060500  -1738.2278      1749.2662      11.03836       299.61967      251.61179      177.02729      31340.823      1.1490145    
  19061000  -1727.366       1792.1783      64.812301      115.74606      257.78419      177.09185      31363.673      1.1490198    
  19061500  -1746.1907      1779.5445      33.353814      61.773424      255.96698      177.05976      31352.396      1.1489803    
  19062000  -1732.6942      1746.0572      13.363044      63.446516      251.15021      177.10486      31368.382      1.149        
  19062500  -1770.7283      1736.5198     -34.208459      42.230914      249.77837      177.06298      31353.554      1.1489903    
  19063000  -1761.969       1801.9255      39.956502      127.82591      259.18622      177.12868      31376.873      1.1490162    
  19063500  -1754.7968      1814.8737      60.076871      38.373113      261.04867      177.08786      31362.36       1.1489953    
  19064000  -1713.1212      1726.8043      13.683171      255.92088      248.38091      177.10728      31369.275      1.1490098    
  19064500  -1717.3712      1727.3052      9.9340001      81.250104      248.45295      177.05227      31349.792      1.1490042    
  19065000  -1792.1048      1744.4432     -47.661572      6.432378       250.91805      177.20061      31402.134      1.1489951    
  19065500  -1763.1924      1726.4883     -36.704103      259.68509      248.33544      177.06797      31355.486      1.1489887    
  19066000  -1826.9302      1742.2088     -84.721406      14.081161      250.59666      177.17312      31392.4        1.1489941    
  19066500  -1804.3897      1817.8451      13.455393      141.61867      261.47607      177.10284      31367.831      1.1490008    
  19067000  -1800.1431      1750.8774     -49.265685      141.64778      251.84354      177.12269      31374.743      1.1490027    
  19067500  -1763.6201      1755.5815     -8.0385676      73.401253      252.52018      177.10655      31368.994      1.1490075    
  19068000  -1726.6092      1749.6446      23.035375     -10.108319      251.66621      177.06744      31355.271      1.1490099    
  19068500  -1713.5524      1756.8506      43.298205     -103.29368      252.70272      177.09836      31366.124      1.1489998    
  19069000  -1734.9774      1755.5279      20.55057       122.02009      252.51247      177.10755      31369.325      1.1489727    
  19069500  -1724.4986      1747.6558      23.15714       161.48339      251.38015      177.11958      31373.702      1.1490035    
  19070000  -1742.1315      1806.0263      63.894788      79.719422      259.77607      177.0646       31354.25       1.1489956    
  19070500  -1820.5501      1737.0891     -83.461045      167.13944      249.86025      177.16115      31388.373      1.1489885    
  19071000  -1809.6585      1831.9227      22.264189      110.59479      263.50097      177.14737      31383.549      1.1490149    
  19071500  -1737.1391      1760.2477      23.108553      0.87497422     253.19134      177.10556      31368.767      1.1489988    
  19072000  -1801.8744      1764.8314     -37.042955      165.20697      253.85067      177.12389      31375.157      1.1489933    
  19072500  -1771.7445      1760.457      -11.287537     -65.0914        253.22145      177.13398      31378.677      1.149027     
  19073000  -1671.6167      1754.2841      82.667401     -29.680235      252.33356      177.06213      31353.573      1.1489886    
  19073500  -1712.5592      1760.4108      47.851569      136.45004      253.2148       177.13323      31378.586      1.148995     
  19074000  -1797.1219      1755.6227     -41.499191      201.59073      252.5261       177.11851      31373.337      1.1489955    
  19074500  -1786.2924      1729.6915     -56.600903      168.33651      248.7962       177.1562       31386.465      1.1490084    
  19075000  -1730.0765      1770.133       40.056483      279.664        254.61323      177.06351      31353.826      1.1490115    
  19075500  -1805.2418      1775.7006     -29.541235     -49.507404      255.41407      177.15359      31385.655      1.1489899    
  19076000  -1774.7176      1742.9411     -31.776484      63.053806      250.70199      177.09952      31366.604      1.1490064    
  19076500  -1770.9704      1760.771      -10.199364      93.667139      253.26663      177.107        31369.224      1.1489927    
  19077000  -1787.1174      1752.7095     -34.407959      3.6117143      252.10706      177.12393      31375.173      1.1489819    
  19077500  -1770.8395      1763.9279     -6.9115992     -92.226866      253.7207       177.12437      31375.335      1.149002     
  19078000  -1822.2083      1746.9713     -75.236954      95.370912      251.2817       177.17262      31392.473      1.1489935    
  19078500  -1809.4817      1708.5051     -100.97661      62.38179       245.74877      177.14171      31381.503      1.1489939    
  19079000  -1851.8555      1700.6464     -151.20906      113.4367       244.61839      177.22093      31409.443      1.1490007    
  19079500  -1794.428       1731.3276     -63.100453      57.327892      249.03152      177.05578      31351.098      1.1490182    
  19080000  -1803.6119      1756.6682     -46.943741      59.155096      252.67648      177.16911      31391.174      1.1490159    
  19080500  -1762.2222      1736.0893     -26.132849      93.921278      249.71645      177.11723      31372.872      1.1489979    
  19081000  -1766.4578      1742.3665     -24.091362      251.39         250.61934      177.13147      31377.82       1.1489949    
  19081500  -1791.9625      1715.2974     -76.665085      116.32889      246.72576      177.15546      31386.372      1.1489941    
  19082000  -1791.4256      1747.0203     -44.405349      39.592044      251.28873      177.09359      31364.446      1.1490119    
  19082500  -1773.2373      1841.9891      68.751788     -32.757627      264.9489       177.10822      31369.484      1.1490108    
  19083000  -1699.8035      1777.0084      77.204962     -44.876518      255.60219      177.05721      31351.719      1.1490095    
  19083500  -1728.8135      1754.5949      25.781413      29.18137       252.37826      177.07701      31358.442      1.1489945    
  19084000  -1744.3933      1746.1947      1.8013304      144.63088      251.16998      177.11163      31370.791      1.1489946    
  19084500  -1763.0906      1799.8139      36.723276      180.04163      258.88249      177.09931      31366.352      1.1490012    
  19085000  -1682.7023      1757.7277      75.025317      14.004238      252.82887      177.03662      31344.533      1.148995     
  19085500  -1759.2751      1841.8642      82.589011      148.21848      264.93094      177.0942       31364.503      1.1489963    
  19086000  -1721.0703      1764.6552      43.584915      122.72752      253.82532      177.03644      31344.25       1.1489944    
  19086500  -1762.8346      1690.9152     -71.919411      371.82618      243.21866      177.13141      31377.737      1.1490059    
  19087000  -1775.8947      1722.1107     -53.783993      5.7236748      247.70578      177.11943      31373.418      1.1489964    
  19087500  -1788.3527      1740.6525     -47.700175      84.761282      250.37281      177.11426      31371.724      1.1489868    
  19088000  -1799.1862      1762.7643     -36.421886      30.227811      253.55333      177.08927      31362.838      1.1490084    
  19088500  -1743.3866      1721.8582     -21.528426      98.140529      247.66946      177.12978      31377.179      1.1490073    
  19089000  -1749.837       1740.7852     -9.0517785      98.789858      250.3919       177.11706      31372.649      1.1489801    
  19089500  -1821.8038      1712.1607     -109.64308      213.06433      246.27459      177.12579      31375.747      1.1490101    
  19090000  -1718.769       1769.2503      50.481224      76.187334      254.48626      177.08366      31360.943      1.1490232    
  19090500  -1714.843       1766.9389      52.095956      89.400485      254.15381      177.06862      31355.618      1.1489965    
  19091000  -1698.5936      1780.263       81.669432      205.6516       256.07032      177.08968      31363.157      1.148994     
  19091500  -1710.5677      1731.4959      20.928242      190.38513      249.05574      177.10994      31370.297      1.1490052    
  19092000  -1732.9701      1787.7919      54.82187       177.84391      257.15327      177.08715      31362.235      1.1489929    
  19092500  -1768.7923      1760.2603     -8.5319654      115.88728      253.19316      177.07925      31359.258      1.1489823    
  19093000  -1828.9267      1759.4956     -69.431057      388.59158      253.08317      177.11719      31372.762      1.1489933    
  19093500  -1833.6907      1754.0753     -79.615385      268.84605      252.30352      177.16569      31389.747      1.1490167    
  19094000  -1735.0766      1822.8662      87.789649     -49.252081      262.1983       177.06114      31352.956      1.1490119    
  19094500  -1715.4806      1789.5338      74.053278      101.94286      257.40383      177.09594      31365.221      1.1490042    
  19095000  -1700.7908      1724.1925      23.401748      269.10267      248.00523      177.02822      31341.248      1.1489887    
  19095500  -1750.7355      1790.6335      39.897997      117.1225       257.562        177.07092      31356.255      1.1490111    
  19096000  -1733.9607      1796.4246      62.463877      96.014501      258.39497      177.09878      31366.164      1.1489955    
